Renda familiar - per capita - média
Sigla;Código;Município;1970;1980;1991;
SE;2806305;Santa Luzia do Itanhy;0,23;0,34;0,27;
SE;2806404;Santana do São Francisco;;;;
SE;2806503;Santa Rosa de Lima;0,1;0,34;0,33;
SE;2806602;Santo Amaro das Brotas;0,25;0,45;0,31;
SE;2806701;São Cristóvão;0,25;0,51;0,51;
SE;2806800;São Domingos;0,22;0,35;0,42;
SE;2806909;São Francisco;0,18;0,4;0,49;
SE;2807006;São Miguel do Aleixo;0,11;0,3;0,38;
SE;2807105;Simão Dias;0,19;0,46;0,43;
SE;2807204;Siriri;0,18;0,4;0,37;
SE;2807303;Telha;0,16;0,49;0,3;
SE;2807402;Tobias Barreto;0,17;0,63;0,45;
SE;2807501;Tomar do Geru;0,18;0,29;0,32;
SE;2807600;Umbaúba;0,15;0,57;0,54;
SP;3500105;Adamantina;0,66;1,7;1,53;
SP;3500204;Adolfo;0,36;1,07;1,04;
SP;3500303;Aguaí;0,67;1,5;1,18;
SP;3500402;Águas da Prata;0,65;2,04;1,56;
SP;3500501;Águas de Lindóia;0,71;2,13;1,42;
SP;3500550;Águas de Santa Bárbara;0,44;1,28;1,19;
SP;3500600;Águas de São Pedro;1,17;2,51;3,48;
SP;3500709;Agudos;0,62;1,32;1,16;
SP;3500758;Alambari;;;;
SP;3500808;Alfredo Marcondes;0,39;0,9;1,12;
SP;3500907;Altair;0,29;1,09;1,03;
SP;3501004;Altinópolis;0,69;1,74;1,49;
SP;3501103;Alto Alegre;0,28;0,83;0,74;
SP;3501152;Alumínio;;;;
SP;3501202;Álvares Florence;0,35;1,12;0,67;
SP;3501301;Álvares Machado;0,44;1,15;1,04;
SP;3501400;Álvaro de Carvalho;0,41;0,7;0,62;
SP;3501509;Alvinlândia;0,4;0,99;0,84;
SP;3501608;Americana;1,06;2,21;2,26;
SP;3501707;Américo Brasiliense;0,56;1,59;1,42;
SP;3501806;Américo de Campos;0,46;1,36;0,97;
SP;3501905;Amparo;0,83;1,92;1,71;
SP;3502002;Analândia;0,59;1,22;1,27;
SP;3502101;Andradina;0,72;1,53;1,36;
SP;3502200;Angatuba;0,43;1,09;1,16;
SP;3502309;Anhembi;0,52;0,99;0,98;
SP;3502408;Anhumas;0,26;0,9;0,75;
SP;3502507;Aparecida;0,65;1,54;1,71;
SP;3502606;Aparecida d'Oeste;0,29;0,96;0,88;
SP;3502705;Apiaí;0,38;0,9;0,8;
SP;3502754;Araçariguama;;;;
SP;3502804;Araçatuba;0,85;1,96;1,95;
SP;3502903;Araçoiaba da Serra;0,43;1,26;1,28;
SP;3503000;Aramina;0,4;1,12;1,33;
SP;3503109;Arandu;0,4;0,67;0,7;
SP;3503158;Arapeí;;;;
SP;3503208;Araraquara;1;2,18;2,06;
SP;3503307;Araras;0,78;2,02;1,84;
SP;3503356;Arco-Íris;;;;
SP;3503406;Arealva;0,37;1,04;1,02;
SP;3503505;Areias;0,36;0,68;0,74;
SP;3503604;Areiópolis;0,42;1,04;0,98;
SP;3503703;Ariranha;0,51;1,13;1,5;
SP;3503802;Artur Nogueira;0,67;1,77;1,62;
SP;3503901;Arujá;0,8;2;1,66;
SP;3503950;Aspásia;;;;
SP;3504008;Assis;0,8;1,72;1,63;
SP;3504107;Atibaia;0,84;1,97;1,94;
SP;3504206;Auriflama;0,44;1,21;1,45;
SP;3504305;Avaí;0,4;1,11;0,72;
SP;3504404;Avanhandava;0,44;1,41;1,12;
SP;3504503;Avaré;0,75;1,61;1,6;
SP;3504602;Bady Bassitt;0,33;1,27;1,55;
SP;3504701;Balbinos;0,36;1,43;0,86;
SP;3504800;Bálsamo;0,44;1,17;1,23;
SP;3504909;Bananal;0,48;1,03;0,81;
SP;3505005;Barão de Antonina;0,44;0,82;0,63;
SP;3505104;Barbosa;0,46;0,88;0,82;
SP;3505203;Bariri;0,67;1,56;1,4;
SP;3505302;Barra Bonita;0,78;2,5;2,32;
SP;3505351;Barra do Chapéu;;;;
SP;3505401;Barra do Turvo;0,31;0,58;0,54;
SP;3505500;Barretos;0,76;1,85;1,62;
SP;3505609;Barrinha;0,52;1,34;1,29;
SP;3505708;Barueri;0,74;1,56;2,24;
SP;3505807;Bastos;1,05;2,34;1,83;
SP;3505906;Batatais;0,76;1,82;1,69;
SP;3506003;Bauru;1,1;2,23;2,16;
SP;3506102;Bebedouro;0,79;1,89;1,55;
SP;3506201;Bento de Abreu;0,46;1,05;1,23;
SP;3506300;Bernardino de Campos;0,65;1,08;1,2;
SP;3506359;Bertioga;;;;
SP;3506409;Bilac;0,49;1,05;1,22;
SP;3506508;Birigui;0,73;1,62;1,65;
SP;3506607;Biritiba-Mirim;0,64;1,39;1,19;
SP;3506706;Boa Esperança do Sul;0,52;1,6;1,11;
SP;3506805;Bocaina;0,59;1,92;1,68;
SP;3506904;Bofete;0,39;1,2;0,98;
SP;3507001;Boituva;0,61;1,66;1,56;
SP;3507100;Bom Jesus dos Perdões;0,64;1,3;1,62;
SP;3507159;Bom Sucesso de Itararé;;;;
SP;3507209;Borá;0,3;0,94;0,65;
SP;3507308;Boracéia;0,4;0,99;0,99;
SP;3507407;Borborema;0,39;1,19;1,51;
SP;3507456;Borebi;;;;
SP;3507506;Botucatu;0,99;2,01;2,07;
SP;3507605;Bragança Paulista;0,75;1,67;1,82;
SP;3507704;Braúna;0,4;1,22;0,96;
SP;3507753;Brejo Alegre;;;;
SP;3507803;Brodowski;0,57;1,46;1,58;
SP;3507902;Brotas;0,56;1,62;1,32;
SP;3508009;Buri;0,57;1,04;0,84;
SP;3508108;Buritama;0,34;1,07;1,09;
SP;3508207;Buritizal;0,48;1,01;1,07;
SP;3508306;Cabrália Paulista;0,44;1,02;1,08;
SP;3508405;Cabreúva;0,64;1,56;1,63;
SP;3508504;Caçapava;0,84;1,96;1,67;
SP;3508603;Cachoeira Paulista;0,63;1,48;1,26;
SP;3508702;Caconde;0,43;1,1;0,92;
SP;3508801;Cafelândia;0,57;1,28;0,96;
SP;3508900;Caiabu;0,29;0,59;0,59;
SP;3509007;Caieiras;0,91;1,86;1,66;
SP;3509106;Caiuá;0,28;0,69;0,6;
SP;3509205;Cajamar;0,68;1,26;1,31;
SP;3509254;Cajati;;;;
SP;3509304;Cajobi;0,43;1,14;1,41;
SP;3509403;Cajuru;0,61;1,28;1,34;
SP;3509452;Campina do Monte Alegre;;;;
SP;3509502;Campinas;1,43;2,71;2,91;
SP;3509601;Campo Limpo Paulista;0,81;1,59;1,52;
SP;3509700;Campos do Jordão;0,71;1,5;1,63;
SP;3509809;Campos Novos Paulista;0,37;0,78;0,86;
SP;3509908;Cananéia;0,52;0,97;0,83;
SP;3509957;Canas;;;;
SP;3510005;Cândido Mota;0,41;1,47;1,35;
SP;3510104;Cândido Rodrigues;0,62;1,22;1,03;
SP;3510153;Canitar;;;;
SP;3510203;Capão Bonito;0,53;1,06;0,91;
SP;3510302;Capela do Alto;0,33;1,03;1,08;
SP;3510401;Capivari;0,71;1,9;1,91;
SP;3510500;Caraguatatuba;0,74;1,65;1,53;
SP;3510609;Carapicuíba;0,76;1,53;1,57;
SP;3510708;Cardoso;0,44;1,24;1,18;
SP;3510807;Casa Branca;0,74;1,68;1,59;
SP;3510906;Cássia dos Coqueiros;0,36;1,84;0,95;
SP;3511003;Castilho;0,57;1,04;1,21;
SP;3511102;Catanduva;0,77;1,83;1,88;
SP;3511201;Catiguá;0,39;0,95;1,13;
SP;3511300;Cedral;0,57;1,34;1,22;
SP;3511409;Cerqueira César;0,58;1,23;1,47;
SP;3511508;Cerquilho;0,76;2,07;2,16;
SP;3511607;Cesário Lange;0,41;1,22;1,16;
SP;3511706;Charqueada;0,56;1,59;1,39;
SP;3511904;Clementina;0,52;1,03;1,1;
SP;3512001;Colina;0,53;1,57;1,29;
SP;3512100;Colômbia;0,4;1,72;0,99;
SP;3512209;Conchal;0,47;1,43;1,31;
SP;3512308;Conchas;0,58;1,51;1,57;
SP;3512407;Cordeirópolis;0,81;1,91;1,59;
SP;3512506;Coroados;0,28;1,09;1,08;
SP;3512605;Coronel Macedo;0,65;0,94;0,79;
SP;3512704;Corumbataí;0,49;1,59;1,34;
SP;3512803;Cosmópolis;0,83;1,76;1,58;
SP;3512902;Cosmorama;0,31;1,18;0,97;
SP;3513009;Cotia;0,83;2,21;2,19;
SP;3513108;Cravinhos;0,61;1,37;1,81;
SP;3513207;Cristais Paulista;0,46;1,13;0,9;
SP;3513306;Cruzália;0,4;1,95;2,23;
SP;3513405;Cruzeiro;0,73;1,46;1,26;
SP;3513504;Cubatão;0,87;1,7;1,34;
SP;3513603;Cunha;0,3;0,79;0,75;
SP;3513702;Descalvado;0,66;1,78;1,8;
SP;3513801;Diadema;0,81;1,64;1,6;
SP;3513850;Dirce Reis;;;;
SP;3513900;Divinolândia;0,52;1,05;1,2;
SP;3514007;Dobrada;0,52;1,35;1,31;
SP;3514106;Dois Córregos;0,63;1,7;1,54;
SP;3514205;Dolcinópolis;0,29;0,93;0,78;
SP;3514304;Dourado;0,63;1,64;1,6;
SP;3514403;Dracena;0,65;1,7;1,54;
SP;3514502;Duartina;0,64;1,18;1,31;
SP;3514601;Dumont;0,51;1,9;1,82;
SP;3514700;Echaporã;0,34;1,2;1,2;
SP;3514809;Eldorado;0,35;0,79;1,08;
SP;3514908;Elias Fausto;0,75;1,39;1,24;
SP;3514924;Elisiário;;;;
SP;3514957;Embaúba;;;;
SP;3515004;Embu;0,76;1,38;1,68;
SP;3515103;Embu-Guaçu;0,58;1,25;1,36;
SP;3515129;Emilianópolis;;;;
SP;3515152;Engenheiro Coelho;;;;
SP;3515186;Espírito Santo do Pinhal;0,87;1,75;1,62;
SP;3515194;Espírito Santo do Turvo;;;;
SP;3515202;Estrela d'Oeste;0,38;1,38;1,03;
SP;3515301;Estrela do Norte;0,32;0,58;0,61;
SP;3515350;Euclides da Cunha Paulista;;;;
SP;3515400;Fartura;0,49;1,02;0,95;
SP;3515509;Fernandópolis;0,62;1,59;1,64;
SP;3515608;Fernando Prestes;0,58;1,53;1,23;
SP;3515657;Fernão;;;;
SP;3515707;Ferraz de Vasconcelos;0,73;1,29;1,17;
SP;3515806;Flora Rica;0,28;1,27;0,93;
SP;3515905;Floreal;0,41;1,4;1,13;
SP;3516002;Flórida Paulista;0,43;0,85;0,94;
SP;3516101;Florínia;0,51;1,54;0,9;
SP;3516200;Franca;0,84;1,91;1,91;
SP;3516309;Francisco Morato;0,58;1,16;1,19;
SP;3516408;Franco da Rocha;0,95;1,61;1,46;
SP;3516507;Gabriel Monteiro;0,33;1,09;1,29;
SP;3516606;Gália;0,58;0,9;0,82;
SP;3516705;Garça;0,58;1,29;1,25;
SP;3516804;Gastão Vidigal;0,41;0,88;0,97;
SP;3516853;Gavião Peixoto;;;;
SP;3516903;General Salgado;0,35;1,2;1,28;
SP;3517000;Getulina;0,45;1,06;0,98;
SP;3517109;Glicério;0,35;0,99;0,87;
SP;3517208;Guaiçara;0,48;0,93;0,94;
SP;3517307;Guaimbê;0,53;0,96;1,16;
SP;3517406;Guaíra;0,56;1,96;1,42;
SP;3517505;Guapiaçu;0,41;1,09;1,22;
SP;3517604;Guapiara;0,33;0,79;0,73;
SP;3517703;Guará;0,51;1,22;1,15;
SP;3517802;Guaraçaí;0,46;1,19;1,33;
SP;3517901;Guaraci;0,62;1,79;1,02;
SP;3518008;Guarani d'Oeste;0,24;0,96;1,02;
SP;3518107;Guarantã;0,45;0,89;0,89;
SP;3518206;Guararapes;0,56;1,49;1,42;
SP;3518305;Guararema;0,67;1,41;1,27;
SP;3518404;Guaratinguetá;0,84;1,75;2,3;
SP;3518503;Guareí;0,38;0,93;0,93;
SP;3518602;Guariba;0,63;1,34;1,23;
SP;3518701;Guarujá;0,72;1,53;1,37;
SP;3518800;Guarulhos;0,98;1,85;1,84;
SP;3518859;Guatapará;;;;
SP;3518909;Guzolândia;0,25;0,94;0,69;
SP;3519006;Herculândia;0,35;1,09;1,29;
SP;3519055;Holambra;;;;
SP;3519071;Hortolândia;;;;
SP;3519105;Iacanga;0,48;1,1;1,44;
SP;3519204;Iacri;0,36;0,62;0,96;
SP;3519253;Iaras;;;;
SP;3519303;Ibaté;0,51;1,46;1,13;
SP;3519402;Ibirá;0,47;1,18;1,16;
SP;3519501;Ibirarema;0,36;1,36;0,94;
SP;3519600;Ibitinga;0,61;1,62;1,54;
SP;3519709;Ibiúna;0,56;1,22;1,23;
SP;3519808;Icém;0,61;1,51;1,4;
SP;3519907;Iepê;0,38;0,98;0,82;
SP;3520004;Igaraçu do Tietê;0,51;1,33;1,35;
SP;3520103;Igarapava;0,6;1,8;1,32;
SP;3520202;Igaratá;0,37;1,64;1,08;
SP;3520301;Iguape;0,45;0,88;0,96;
SP;3520400;Ilhabela;0,76;1,48;1,43;
SP;3520426;Ilha Comprida;;;;
SP;3520442;Ilha Solteira;;;;
SP;3520509;Indaiatuba;0,87;1,92;1,8;
SP;3520608;Indiana;0,43;1,19;0,88;
SP;3520707;Indiaporã;0,38;1,25;1,09;
SP;3520806;Inúbia Paulista;0,4;0,85;0,89;
SP;3520905;Ipaussu;0,62;1,21;1,05;
SP;3521002;Iperó;0,54;1,38;1,26;
SP;3521101;Ipeúna;0,42;1,35;1,18;
SP;3521150;Ipiguá;;;;
SP;3521200;Iporanga;0,26;0,81;0,57;
SP;3521309;Ipuã;0,48;1,5;1,27;
SP;3521408;Iracemápolis;0,81;1,99;1,87;
SP;3521507;Irapuã;0,34;1,08;0,9;
SP;3521606;Irapuru;0,42;1,09;1,15;
SP;3521705;Itaberá;0,39;1,17;1,18;
SP;3521804;Itaí;0,4;1,24;1,02;
SP;3521903;Itajobi;0,43;1,24;1,16;
SP;3522000;Itaju;0,39;1,17;0,75;
SP;3522109;Itanhaém;0,86;1,49;1,48;
SP;3522158;Itaóca;;;;
SP;3522208;Itapecerica da Serra;0,71;1,43;1,89;
SP;3522307;Itapetininga;0,75;1,56;1,48;
SP;3522406;Itapeva;0,54;1,09;1,06;
SP;3522505;Itapevi;0,66;1,27;1,02;
SP;3522604;Itapira;0,72;1,6;1,61;
SP;3522653;Itapirapuã Paulista;;;;
SP;3522703;Itápolis;0,58;1,67;1,32;
SP;3522802;Itaporanga;0,48;0,94;0,82;
SP;3522901;Itapuí;0,53;1,23;1,42;
SP;3523008;Itapura;0,47;0,84;0,77;
SP;3523107;Itaquaquecetuba;0,61;1,19;1,07;
SP;3523206;Itararé;0,55;1,2;0,99;
SP;3523305;Itariri;0,52;1;1,06;
SP;3523404;Itatiba;0,9;2,01;1,87;
SP;3523503;Itatinga;0,6;1,46;1,36;
SP;3523602;Itirapina;0,79;1,64;1,46;
SP;3523701;Itirapuã;0,44;1,01;0,89;
SP;3523800;Itobi;0,41;1,04;1,03;
SP;3523909;Itu;0,91;2;1,8;
SP;3524006;Itupeva;0,56;1,33;1,53;
SP;3524105;Ituverava;0,67;1,74;1,53;
SP;3524204;Jaborandi;0,41;1,58;1,28;
SP;3524303;Jaboticabal;0,81;2,08;2,05;
SP;3524402;Jacareí;0,93;1,99;1,79;
SP;3524501;Jaci;0,45;0,99;0,84;
SP;3524600;Jacupiranga;0,54;1,08;0,89;
SP;3524709;Jaguariúna;0,68;1,93;2,08;
SP;3524808;Jales;0,49;1,43;1,48;
SP;3524907;Jambeiro;0,54;1,51;0,94;
SP;3525003;Jandira;0,66;1,28;1,25;
SP;3525102;Jardinópolis;0,57;1,58;1,55;
SP;3525201;Jarinu;0,55;1,32;1,44;
SP;3525300;Jaú;0,83;1,81;1,73;
SP;3525409;Jeriquara;0,41;0,84;0,86;
SP;3525508;Joanópolis;0,41;1,22;1,19;
SP;3525607;João Ramalho;0,35;0,83;0,94;
SP;3525706;José Bonifácio;0,44;1,28;1,35;
SP;3525805;Júlio Mesquita;0,46;0,8;0,78;
SP;3525854;Jumirim;;;;
SP;3525904;Jundiaí;1,14;2,5;2,33;
SP;3526001;Junqueirópolis;0,41;1,07;1,04;
SP;3526100;Juquiá;0,54;1,14;0,88;
SP;3526209;Juquitiba;0,44;1,04;0,92;
SP;3526308;Lagoinha;0,31;0,61;0,66;
SP;3526407;Laranjal Paulista;0,75;1,56;1,54;
SP;3526506;Lavínia;0,4;1,8;1,24;
SP;3526605;Lavrinhas;0,43;0,8;1,13;
SP;3526704;Leme;0,66;1,71;1,49;
SP;3526803;Lençóis Paulista;0,72;1,92;1,7;
SP;3526902;Limeira;0,9;1,92;1,66;
SP;3527009;Lindóia;0,66;1,53;1,59;
SP;3527108;Lins;0,9;1,98;1,81;
SP;3527207;Lorena;0,79;1,75;1,61;
SP;3527256;Lourdes;;;;
SP;3527306;Louveira;0,75;1,48;1,54;
SP;3527405;Lucélia;0,51;1,34;1,03;
SP;3527504;Lucianópolis;0,48;0,92;0,62;
SP;3527603;Luís Antônio;0,47;1,22;1,2;
SP;3527702;Luiziânia;0,47;0,74;0,85;
SP;3527801;Lupércio;0,36;0,78;0,97;
SP;3527900;Lutécia;0,29;0,97;0,86;
SP;3528007;Macatuba;0,54;1,42;1,36;
SP;3528106;Macaubal;0,39;1,13;1,21;
SP;3528205;Macedônia;0,42;1,07;0,78;
SP;3528304;Magda;0,4;1,23;1;
SP;3528403;Mairinque;0,71;1,47;1,59;
SP;3528502;Mairiporã;0,7;1,84;2,32;
SP;3528601;Manduri;0,48;1,21;1,37;
SP;3528700;Marabá Paulista;0,33;0,82;0,69;
SP;3528809;Maracaí;0,42;1,11;1,26;
SP;3528858;Marapoama;;;;
SP;3528908;Mariápolis;0,34;0,76;1,19;
SP;3529005;Marília;0,86;1,84;2;
SP;3529104;Marinópolis;0,28;0,79;0,96;
SP;3529203;Martinópolis;0,5;1,23;1,29;
SP;3529302;Matão;0,73;1,71;1,54;
SP;3529401;Mauá;0,8;1,64;1,53;
SP;3529500;Mendonça;0,37;1,46;1,47;
SP;3529609;Meridiano;0,37;0,95;0,74;
SP;3529658;Mesópolis;;;;
SP;3529708;Miguelópolis;0,53;1,32;1,18;
SP;3529807;Mineiros do Tietê;0,58;1,71;1,33;
SP;3529906;Miracatu;0,49;1,17;1,29;
SP;3530003;Mira Estrela;0,26;0,94;2,37;
SP;3530102;Mirandópolis;0,63;1,77;1,3;
SP;3530201;Mirante do Paranapanema;0,38;0,95;0,77;
SP;3530300;Mirassol;0,73;1,78;1,56;
SP;3530409;Mirassolândia;0,33;0,97;0,87;
SP;3530508;Mococa;0,64;1,59;1,35;
SP;3530607;Moji das Cruzes;1,01;2,16;1,82;
SP;3530706;Mogi Guaçu;0,66;1,57;1,61;
SP;3530805;Moji-Mirim;0,92;2,05;1,83;
SP;3530904;Mombuca;0,41;1,25;1,63;
SP;3531001;Monções;0,27;0,68;0,84;
SP;3531100;Mongaguá;0,89;1,47;1,32;
SP;3531209;Monte Alegre do Sul;0,45;1,36;1,17;
SP;3531308;Monte Alto;0,66;1,59;1,74;
SP;3531407;Monte Aprazível;0,58;1,61;1,35;
SP;3531506;Monte Azul Paulista;0,61;2,07;1,46;
SP;3531605;Monte Castelo;0,38;1,09;0,7;
SP;3531704;Monteiro Lobato;0,44;1,32;1,02;
SP;3531803;Monte Mor;0,71;1,71;1,3;
SP;3531902;Morro Agudo;0,49;1,4;1,48;
SP;3532009;Morungaba;0,69;1,51;1,53;
SP;3532058;Motuca;;;;
SP;3532108;Murutinga do Sul;0,34;1,54;1,1;
SP;3532157;Nantes;;;;
SP;3532207;Narandiba;0,26;1,02;0,74;
SP;3532306;Natividade da Serra;0,29;0,7;0,63;
SP;3532405;Nazaré Paulista;0,45;0,97;1,13;
SP;3532504;Neves Paulista;0,39;1,43;1,21;
SP;3532603;Nhandeara;0,43;1,42;1,55;
SP;3532702;Nipoã;0,32;1;1,01;
SP;3532801;Nova Aliança;0,38;1,09;1,35;
SP;3532827;Nova Campina;;;;
SP;3532843;Nova Canaã Paulista;;;;
SP;3532868;Nova Castilho;;;;
SP;3532900;Nova Europa;0,54;1,56;1,67;
SP;3533007;Nova Granada;0,48;1,33;1,34;
SP;3533106;Nova Guataporanga;0,27;0,82;0,64;
SP;3533205;Nova Independência;0,26;0,6;0,73;
SP;3533254;Novais;;;;
SP;3533304;Nova Luzitânia;0,27;0,91;0,95;
SP;3533403;Nova Odessa;0,84;1,6;1,62;
SP;3533502;Novo Horizonte;0,54;1,67;1,29;
SP;3533601;Nuporanga;0,52;1,28;1,45;
SP;3533700;Ocauçu;0,38;0,87;0,8;
SP;3533809;Óleo;0,37;0,94;0,85;
SP;3533908;Olímpia;0,67;1,83;1,41;
SP;3534005;Onda Verde;0,46;0,89;1,12;
SP;3534104;Oriente;0,38;1,19;1,04;
SP;3534203;Orindiúva;0,53;1,1;1,55;
SP;3534302;Orlândia;0,75;1,72;1,76;
SP;3534401;Osasco;0,97;1,98;1,99;
SP;3534500;Oscar Bressane;0,31;1,05;1;
SP;3534609;Osvaldo Cruz;0,58;1,8;1,36;
SP;3534708;Ourinhos;0,8;1,68;1,55;
SP;3534757;Ouroeste;;;;
SP;3534807;Ouro Verde;0,33;0,94;0,79;
SP;3534906;Pacaembu;0,5;1,24;1,07;
SP;3535002;Palestina;0,45;1,44;1,37;
SP;3535101;Palmares Paulista;0,5;1,33;1,41;
SP;3535200;Palmeira d'Oeste;0,37;1,12;1,02;
SP;3535309;Palmital;0,5;1,29;1,21;
SP;3535408;Panorama;0,4;0,95;1,09;
SP;3535507;Paraguaçu Paulista;0,53;1,33;1,27;
SP;3535606;Paraibuna;0,53;1,07;1,06;
SP;3535705;Paraíso;0,49;2,04;1,39;
SP;3535804;Paranapanema;0,45;1,2;1,04;
SP;3535903;Paranapuã;0,27;1,23;0,81;
SP;3536000;Parapuã;0,43;0,97;0,89;
SP;3536109;Pardinho;0,57;1,25;1,04;
SP;3536208;Pariquera-Açu;0,55;1,15;1,04;
SP;3536257;Parisi;;;;
SP;3536307;Patrocínio Paulista;0,48;1,26;1,17;
SP;3536406;Paulicéia;0,27;0,86;0,85;
SP;3536505;Paulínia;0,88;1,82;2,04;
SP;3536570;Paulistânia;;;;
SP;3536604;Paulo de Faria;0,55;1,27;1,29;
SP;3536703;Pederneiras;0,63;1,52;1,65;
SP;3536802;Pedra Bela;0,32;0,85;0,76;
SP;3536901;Pedranópolis;0,34;0,95;0,91;
SP;3537008;Pedregulho;0,58;1,49;1,08;
SP;3537107;Pedreira;0,71;1,68;1,89;
SP;3537156;Pedrinhas Paulista;;;;
SP;3537206;Pedro de Toledo;0,44;0,93;0,95;
SP;3537305;Penápolis;0,68;1,5;1,49;
SP;3537404;Pereira Barreto;0,83;1,72;1,58;
SP;3537503;Pereiras;0,45;1,18;1,33;
SP;3537602;Peruíbe;0,64;1,87;1,61;
SP;3537701;Piacatu;0,35;1,01;0,8;
SP;3537800;Piedade;0,63;1,31;1,07;
SP;3537909;Pilar do Sul;0,42;1,3;1,22;
SP;3538006;Pindamonhangaba;0,69;1,76;1,48;
SP;3538105;Pindorama;0,6;1,26;1,34;
SP;3538204;Pinhalzinho;0,36;0,97;1,32;
SP;3538303;Piquerobi;0,35;0,77;0,74;
SP;3538501;Piquete;0,63;1,31;1,36;
SP;3538600;Piracaia;0,65;1,41;1,43;
SP;3538709;Piracicaba;0,99;2,44;2,11;
SP;3538808;Piraju;0,66;1,43;1,31;
SP;3538907;Pirajuí;0,61;1,3;1,1;
SP;3539004;Pirangi;0,53;1,43;1,86;
SP;3539103;Pirapora do Bom Jesus;0,66;1,25;1,05;
SP;3539202;Pirapozinho;0,49;1,21;1,22;
SP;3539301;Pirassununga;0,88;2,19;1,99;
SP;3539400;Piratininga;0,64;1,36;1,33;
SP;3539509;Pitangueiras;0,51;1,71;1,45;
SP;3539608;Planalto;0,34;1,1;0,83;
SP;3539707;Platina;0,3;1,26;0,7;
SP;3539806;Poá;0,86;1,49;1,41;
SP;3539905;Poloni;0,5;1,37;1,48;
SP;3540002;Pompéia;0,54;1,47;1,14;
SP;3540101;Pongaí;0,38;1,23;0,94;
SP;3540200;Pontal;0,52;1,78;1,44;
SP;3540259;Pontalinda;;;;
SP;3540309;Pontes Gestal;0,32;0,83;0,64;
SP;3540408;Populina;0,3;1,19;0,97;
SP;3540507;Porangaba;0,37;1,23;0,9;
SP;3540606;Porto Feliz;0,63;1,72;1,47;
SP;3540705;Porto Ferreira;0,7;1,75;1,57;
SP;3540754;Potim;;;;
SP;3540804;Potirendaba;0,41;1,37;1,22;
SP;3540853;Pracinha;;;;
SP;3540903;Pradópolis;0,56;1,87;1,53;
SP;3541000;Praia Grande;0,87;1,88;1,54;
SP;3541059;Pratânia;;;;
SP;3541109;Presidente Alves;0,37;0,9;0,83;
SP;3541208;Presidente Bernardes;0,42;1,29;1,2;
SP;3541307;Presidente Epitácio;0,51;1,08;1,33;
SP;3541406;Presidente Prudente;0,92;1,9;2,08;
SP;3541505;Presidente Venceslau;0,7;1,75;1,4;
SP;3541604;Promissão;0,62;1,37;1,38;
SP;3541653;Quadra;;;;
SP;3541703;Quatá;0,47;1,21;1,08;
SP;3541802;Queiroz;0,29;0,67;0,77;
SP;3541901;Queluz;0,56;1,17;0,84;
SP;3542008;Quintana;0,37;1,81;1,05;
SP;3542107;Rafard;0,74;1,7;1,7;
SP;3542206;Rancharia;0,55;1,27;1,12;
SP;3542305;Redenção da Serra;0,36;0,85;0,8;
SP;3542404;Regente Feijó;0,54;1,21;1,18;
SP;3542503;Reginópolis;0,37;0,99;1,04;
SP;3542602;Registro;0,7;1,59;1,39;
SP;3542701;Restinga;0,39;0,77;0,92;
SP;3542800;Ribeira;0,33;0,61;0,55;
SP;3542909;Ribeirão Bonito;0,65;1,33;1,4;
SP;3543006;Ribeirão Branco;0,4;0,69;0,45;
SP;3543105;Ribeirão Corrente;0,43;1,38;0,79;
SP;3543204;Ribeirão do Sul;0,34;1,07;0,92;
SP;3543238;Ribeirão dos Índios;;;;
SP;3543253;Ribeirão Grande;;;;
SP;3543303;Ribeirão Pires;1,08;2,03;1,87;
SP;3543402;Ribeirão Preto;1,07;2,46;2,62;
SP;3543501;Riversul;0,44;0,76;0,62;
SP;3543600;Rifaina;0,65;0,84;0,72;
SP;3543709;Rincão;0,64;1,52;1,35;
SP;3543808;Rinópolis;0,49;1,08;0,78;
SP;3543907;Rio Claro;0,98;2,07;1,97;
SP;3544004;Rio das Pedras;0,59;1,68;1,66;
SP;3544103;Rio Grande da Serra;0,62;1,21;1,16;
SP;3544202;Riolândia;0,41;1,24;0,97;
SP;3544251;Rosana;;;;
SP;3544301;Roseira;0,47;1,13;0,94;
SP;3544400;Rubiácea;0,31;1,07;1,46;
SP;3544509;Rubinéia;0,3;1,03;1,02;
SP;3544608;Sabino;0,36;1,36;0,82;
SP;3544707;Sagres;0,27;0,59;0,67;
SP;3544806;Sales;0,29;0,93;0,77;
SP;3544905;Sales Oliveira;0,56;2,27;1,81;
SP;3545001;Salesópolis;0,53;1,29;1,09;
SP;3545100;Salmourão;0,34;0,72;0,68;
SP;3545159;Saltinho;;;;
SP;3545209;Salto;1;2,01;1,51;
SP;3545308;Salto de Pirapora;0,49;1,35;1,04;
SP;3545407;Salto Grande;0,57;1,39;1,01;
SP;3545506;Sandovalina;0,32;0,68;0,77;
SP;3545605;Santa Adélia;0,61;1,5;1,28;
SP;3545704;Santa Albertina;0,35;1,1;1,03;
SP;3545803;Santa Bárbara d'Oeste;0,85;1,7;1,51;
SP;3546009;Santa Branca;0,55;1,31;1,65;
SP;3546108;Santa Clara d'Oeste;0,31;0,8;0,85;
SP;3546207;Santa Cruz da Conceição;0,58;1,77;1,96;
SP;3546256;Santa Cruz da Esperança;;;;
SP;3546306;Santa Cruz das Palmeiras;0,56;1,72;1,37;
SP;3546405;Santa Cruz do Rio Pardo;0,52;1,45;1,42;
